room_count,bathroom_count,size,price,log_price,category_encoded,city_encoded,region_encoded,type_encoded
1.0,1.0,80.0,450.0,2.6532125137753435,1,0,7,0
2.0,1.0,75.0,550.0,2.740362689494244,0,0,7,0
-1.0,-1.0,-1.0,150000.0,5.176091259055681,6,0,187,1
-1.0,-1.0,-1.0,150000.0,5.176091259055681,6,0,7,1
1.0,1.0,53.0,160000.0,5.204119982655925,4,0,7,1
8.0,4.0,300.0,4000.0,3.6020599913279625,5,0,137,0
-1.0,-1.0,-1.0,500000.0,5.698970004336019,6,0,5,1
2.0,1.0,65.0,60.0,1.7781512503836436,3,0,7,0
4.0,1.0,200.0,175000.0,5.243038048686294,5,0,91,1
-1.0,-1.0,-1.0,325000.0,5.511883360978874,6,0,161,1
5.0,1.0,280.0,450000.0,5.653212513775344,5,0,137,1
3.0,1.0,160.0,850.0,2.929418925714293,0,0,5,0
4.0,2.0,110.0,290000.0,5.4623979978989565,5,0,107,1
3.0,2.0,134.0,355000.0,5.550228353055094,0,0,70,1
3.0,1.0,130.0,1000.0,3.0,0,0,137,0
2.0,1.0,117.0,220000.0,5.342422680822207,0,0,6,1
2.0,2.0,138.0,358000.0,5.553883026643875,0,0,70,1
1.0,1.0,50.0,350.0,2.544068044350276,0,0,91,0
2.0,1.0,120.0,1200.0,3.0791812460476247,0,0,70,0
1.0,1.0,30.0,70.0,1.845098040014257,0,0,6,0
3.0,1.0,110.0,1200.0,3.0791812460476247,0,0,137,0
2.0,2.0,115.0,1600.0,3.204119982655925,5,0,70,0
3.0,1.0,154.0,320000.0,5.505149978319906,0,0,137,1
2.0,1.0,100.0,350.0,2.544068044350276,5,0,161,0
3.0,1.0,150.0,550000.0,5.740362689494244,0,0,7,0
2.0,1.0,110.0,1200.0,3.0791812460476247,0,0,70,0
2.0,2.0,120.0,1200.0,3.0791812460476247,0,0,70,0
-1.0,-1.0,-1.0,11111.0,4.045753147594141,6,0,224,1
4.0,1.0,150.0,375000.0,5.574031267727719,0,0,5,1
-1.0,-1.0,-1.0,32500.0,4.511883360978874,6,0,187,1
1.0,1.0,60.0,100000.0,5.0,0,0,137,1
2.0,1.0,90.0,600.0,2.7781512503836434,0,0,137,0
-1.0,-1.0,-1.0,220000.0,5.342422680822207,6,0,187,1
3.0,1.0,220.0,500000.0,5.698970004336019,5,0,5,1
2.0,1.0,220.0,10000.0,4.0,4,0,187,1
4.0,1.0,140.0,700.0,2.845098040014257,5,0,91,0
4.0,1.0,140.0,1200.0,3.0791812460476247,5,0,70,0
-1.0,-1.0,-1.0,467000.0,5.669316880566112,6,0,137,1
6.0,3.0,520.0,950000.0,5.977723605288848,5,0,70,1
1.0,1.0,48.0,150000.0,5.176091259055681,0,0,70,1
2.0,1.0,110.0,2000.0,3.3010299956639813,0,0,70,0
3.0,1.0,156.0,340000.0,5.531478917042255,0,0,137,1
-1.0,-1.0,-1.0,70000.0,4.845098040014257,6,0,187,1
-1.0,-1.0,-1.0,140000.0,5.146128035678238,6,0,5,1
-1.0,-1.0,-1.0,50000.0,4.698970004336019,6,0,224,1
-1.0,-1.0,-1.0,12000.0,4.079181246047625,6,0,137,1
2.0,1.0,140.0,550.0,2.740362689494244,0,0,137,0
2.0,1.0,100.0,1000.0,3.0,1,0,6,0
-1.0,-1.0,-1.0,145000.0,5.161368002234975,6,0,7,1
2.0,1.0,72.0,81000.0,4.9084850188786495,0,0,37,1
4.0,2.0,250.0,260000.0,5.414973347970818,5,0,187,1
2.0,1.0,100.0,720.0,2.8573324964312685,1,0,137,0
-1.0,-1.0,-1.0,570000.0,5.755874855672492,6,0,107,1
3.0,1.0,420.0,380000.0,5.57978359661681,5,0,19,1
-1.0,-1.0,-1.0,90000.0,4.954242509439325,6,0,7,1
-1.0,-1.0,-1.0,100000.0,5.0,6,0,6,1
3.0,1.0,75.0,450.0,2.6532125137753435,0,0,70,0
1.0,1.0,44.0,100000.0,5.0,4,0,187,1
2.0,1.0,70.0,50.0,1.6989700043360187,3,0,7,0
2.0,1.0,80.0,120000000.0,8.079181246047625,0,0,19,1
5.0,2.0,130.0,290000.0,5.4623979978989565,5,0,7,1
3.0,1.0,143.0,180000.0,5.2552725051033065,0,0,7,1
3.0,1.0,100.0,500.0,2.6989700043360187,5,0,7,0
-1.0,-1.0,-1.0,270000.0,5.431363764158987,6,0,19,1
3.0,1.0,175.0,87000.0,4.939519252618618,5,0,37,1
2.0,1.0,109.0,175000.0,5.243038048686294,0,0,91,1
9.0,3.0,630.0,1200000.0,6.079181246047625,5,0,7,1
4.0,1.0,147.0,260000.0,5.414973347970818,0,0,107,1
1.0,1.0,55.0,55.0,1.740362689494244,0,0,7,0
4.0,1.0,127.0,255000.0,5.406540180433956,0,0,91,1
4.0,1.0,150.0,140000000.0,8.146128035678238,5,0,161,1
2.0,1.0,60.0,500.0,2.6989700043360187,0,0,19,0
3.0,1.0,140.0,400.0,2.6020599913279625,5,0,7,0
-1.0,-1.0,-1.0,200000.0,5.301029995663981,6,0,224,1
-1.0,-1.0,-1.0,39000.0,4.5910646070265,6,0,161,1
3.0,1.0,105.0,400.0,2.6020599913279625,5,0,187,0
-1.0,-1.0,-1.0,260000.0,5.414973347970818,6,0,37,1
6.0,3.0,530.0,1300000.0,6.113943352306837,5,0,70,1
2.0,2.0,124.0,284000.0,5.453318340047038,0,0,37,1
7.0,2.0,500.0,360000.0,5.556302500767287,5,0,187,1
-1.0,-1.0,-1.0,250000.0,5.3979400086720375,6,0,161,1
2.0,1.0,101.0,700.0,2.845098040014257,0,0,7,0
-1.0,-1.0,-1.0,17000.0,4.230448921378274,6,0,137,1
-1.0,-1.0,-1.0,18000.0,4.2552725051033065,6,0,137,1
3.0,2.0,177.0,240000.0,5.380211241711606,5,0,91,1
3.0,2.0,170.0,135000.0,5.130333768495007,5,0,137,1
5.0,4.0,580.0,880000.0,5.944482672150168,5,0,137,1
4.0,3.0,600.0,1200000.0,6.079181246047625,5,0,137,1
3.0,1.0,105.0,1100.0,3.041392685158225,4,0,107,0
5.0,2.0,187.0,210000.0,5.32221929473392,5,0,187,1
3.0,1.0,120.0,235000.0,5.371067862271736,5,0,19,1
1.0,1.0,24.0,40.0,1.6020599913279625,0,0,137,0
4.0,2.0,180.0,800.0,2.903089986991944,5,0,7,0
-1.0,-1.0,-1.0,270000.0,5.431363764158987,6,0,187,1
4.0,1.0,114.0,170000000.0,8.230448921378274,0,0,7,1
5.0,5.0,650.0,1100000.0,6.041392685158225,5,0,37,1
3.0,3.0,250.0,3500.0,3.544068044350276,0,0,7,0
1.0,1.0,200.0,850.0,2.929418925714293,4,0,19,0
2.0,1.0,120.0,1200.0,3.0791812460476247,0,0,70,0
11.0,5.0,600.0,990000.0,5.99563519459755,5,0,107,1
-1.0,-1.0,-1.0,250000.0,5.3979400086720375,6,0,7,1
4.0,1.0,147.0,257750.0,5.411198673955554,0,0,107,1
3.0,1.0,100.0,540.0,2.7323937598229686,5,0,107,0
2.0,2.0,120.0,1300.0,3.113943352306837,0,0,70,0
-1.0,-1.0,-1.0,156000.0,5.193124598354461,6,0,5,1
2.0,2.0,75.0,120.0,2.0791812460476247,2,0,6,0
-1.0,-1.0,-1.0,600000.0,5.778151250383644,6,0,137,1
3.0,2.0,106.0,190000.0,5.278753600952829,0,0,91,1
2.0,2.0,94.0,145000.0,5.161368002234975,0,0,91,1
2.0,1.0,30.0,350.0,2.544068044350276,0,0,7,0
6.0,4.0,350.0,630000.0,5.799340549453582,5,0,7,1
1.0,2.0,64.0,115000.0,5.060697840353612,0,0,91,1
2.0,1.0,80.0,120000.0,5.079181246047625,0,0,6,1
-1.0,-1.0,-1.0,1111000.0,6.045714058940868,6,0,7,1
-1.0,-1.0,-1.0,600000.0,5.778151250383644,6,0,107,1
3.0,2.0,130.0,790.0,2.8976270912904414,0,0,19,0
1.0,1.0,80.0,990.0,2.99563519459755,0,0,70,0
2.0,1.0,160.0,340000.0,5.531478917042255,0,0,137,1
2.0,2.0,120.0,2000.0,3.3010299956639813,0,0,70,0
5.0,3.0,380.0,750000.0,5.8750612633917,5,0,137,1
-1.0,-1.0,-1.0,95000.0,4.977723605288848,6,0,161,1
5.0,3.0,264.0,620000.0,5.792391689498253,5,0,137,1
5.0,2.0,250.0,410000.0,5.612783856719736,5,0,137,1
2.0,1.0,150.0,270.0,2.431363764158988,0,0,161,0
1.0,1.0,140.0,1150.0,3.060697840353612,0,0,107,0
2.0,1.0,88.0,1900000.0,6.278753600952829,0,0,19,1
8.0,2.0,500.0,400000.0,5.6020599913279625,5,0,91,1
-1.0,-1.0,-1.0,450000.0,5.653212513775344,6,0,161,1
3.0,1.0,135.0,345000.0,5.537819095073274,0,0,70,1
1.0,1.0,195.0,65000.0,4.812913356642856,5,0,37,1
4.0,2.0,1325.0,800000.0,5.903089986991944,5,0,5,1
1.0,1.0,150.0,68000.0,4.832508912706237,5,0,37,1
3.0,1.0,150.0,165000.0,5.217483944213907,5,0,187,1
5.0,2.0,130.0,800.0,2.903089986991944,1,0,161,0
4.0,3.0,180.0,500.0,2.6989700043360187,5,0,187,0
1.0,1.0,244.0,88000.0,4.944482672150168,5,0,187,1
4.0,1.0,200.0,185000.0,5.267171728403014,5,0,91,1
4.0,2.0,400.0,630000.0,5.799340549453582,5,0,37,1
3.0,2.0,116.0,235000.0,5.371067862271736,0,0,7,1
2.0,1.0,60.0,770.0,2.886490725172482,0,0,137,0
2.0,1.0,148.0,800.0,2.903089986991944,0,0,37,0
1.0,1.0,70.0,350.0,2.544068044350276,4,0,7,0
3.0,1.0,108.0,185000.0,5.267171728403014,0,0,5,1
3.0,1.0,103.0,150000.0,5.176091259055681,0,0,5,1
-1.0,-1.0,-1.0,1600000.0,6.204119982655925,6,0,7,1
2.0,2.0,80.0,1050.0,3.0211892990699383,0,0,70,0
1.0,1.0,94.0,750.0,2.8750612633917,0,0,91,0
2.0,1.0,105.0,1500.0,3.1760912590556813,0,0,70,0
2.0,1.0,70.0,1300.0,3.113943352306837,0,0,70,0
3.0,2.0,170.0,900.0,2.9542425094393248,0,0,7,0
-1.0,-1.0,-1.0,500000.0,5.698970004336019,6,0,7,1
-1.0,-1.0,-1.0,150000.0,5.176091259055681,6,0,187,1
-1.0,-1.0,-1.0,150000.0,5.176091259055681,6,0,187,1
2.0,1.0,112.0,850.0,2.929418925714293,0,0,107,0
3.0,1.0,300.0,105000.0,5.021189299069938,5,0,5,1
3.0,1.0,112.0,850.0,2.929418925714293,0,0,107,0
4.0,2.0,250.0,270000.0,5.431363764158987,5,0,7,1
4.0,1.0,145.0,288000.0,5.459392487759231,0,0,70,1
3.0,1.0,120.0,800.0,2.903089986991944,0,0,137,0
7.0,2.0,202.0,250000.0,5.3979400086720375,5,0,7,1
1.0,1.0,25.0,85000.0,4.929418925714293,4,0,7,1
-1.0,-1.0,-1.0,800000.0,5.903089986991944,6,0,137,1
2.0,1.0,100.0,450.0,2.6532125137753435,0,0,19,0
3.0,1.0,120.0,215000.0,5.332438459915605,0,0,19,1
3.0,1.0,100.0,600.0,2.7781512503836434,5,0,91,0
1.0,1.0,50.0,150000.0,5.176091259055681,0,0,70,1
-1.0,-1.0,-1.0,160000.0,5.204119982655925,6,0,224,1
2.0,1.0,105.0,199000.0,5.298853076409706,0,0,91,1
-1.0,-1.0,-1.0,750000.0,5.8750612633917,6,0,107,1
4.0,2.0,225.0,210000.0,5.32221929473392,5,0,5,1
4.0,1.0,150.0,650000.0,5.812913356642856,0,0,7,0
2.0,1.0,70.0,205000.0,5.311753861055754,0,0,70,1
-1.0,-1.0,-1.0,1150000.0,6.060697840353612,6,0,107,1
2.0,1.0,100.0,450.0,2.6532125137753435,0,0,19,0
2.0,1.0,70.0,1200.0,3.0791812460476247,0,0,70,0
4.0,2.0,220.0,1200.0,3.0791812460476247,5,0,70,0
2.0,1.0,55.0,70.0,1.845098040014257,3,0,6,0
1.0,1.0,40.0,124000.0,5.093421685162235,0,0,70,1
2.0,1.0,110.0,400.0,2.6020599913279625,0,0,19,0
2.0,1.0,300.0,300.0,2.4771212547196626,5,0,7,0
1.0,2.0,70.0,1300.0,3.113943352306837,0,0,70,0
2.0,1.0,126.0,250000.0,5.3979400086720375,0,0,70,1
-1.0,-1.0,-1.0,260000.0,5.414973347970818,6,0,37,1
2.0,1.0,95.0,800.0,2.903089986991944,0,0,6,0
-1.0,-1.0,-1.0,32000.0,4.505149978319906,6,0,161,1
-1.0,-1.0,-1.0,185000.0,5.267171728403014,6,0,187,1
3.0,1.0,98.0,75000.0,4.8750612633917,5,0,187,1
4.0,2.0,180.0,200.0,2.3010299956639813,1,0,7,0
2.0,1.0,111.0,220000.0,5.342422680822207,0,0,70,1
1.0,1.0,50.0,150000.0,5.176091259055681,0,0,70,1
-1.0,-1.0,-1.0,190000.0,5.278753600952829,6,0,187,1
-1.0,-1.0,-1.0,700000.0,5.845098040014257,6,0,187,1
-1.0,-1.0,-1.0,250000.0,5.3979400086720375,6,0,187,1
-1.0,-1.0,-1.0,35000.0,4.544068044350276,6,0,224,1
3.0,1.0,305.0,200000.0,5.301029995663981,5,0,187,1
-1.0,-1.0,-1.0,67500.0,4.829303772831025,6,0,187,1
-1.0,-1.0,-1.0,700000.0,5.845098040014257,6,0,187,1
2.0,2.0,112.0,235000.0,5.371067862271736,0,0,137,1
-1.0,-1.0,-1.0,120000.0,5.079181246047625,6,0,187,1
-1.0,-1.0,-1.0,105000.0,5.021189299069938,6,0,187,1
-1.0,-1.0,-1.0,57000.0,4.755874855672492,6,0,187,1
-1.0,-1.0,-1.0,400000.0,5.6020599913279625,6,0,5,1
-1.0,-1.0,-1.0,1300000.0,6.113943352306837,6,0,7,1
3.0,1.0,170.0,115000.0,5.060697840353612,5,0,187,1
-1.0,-1.0,-1.0,625000.0,5.795880017344075,6,0,37,1
-1.0,-1.0,-1.0,900000.0,5.954242509439325,6,0,5,1
-1.0,-1.0,-1.0,700000.0,5.845098040014257,6,0,187,1
-1.0,-1.0,-1.0,70000.0,4.845098040014257,6,0,187,1
-1.0,-1.0,-1.0,90000.0,4.954242509439325,6,0,187,1
-1.0,-1.0,-1.0,650000.0,5.812913356642856,6,0,91,1
3.0,1.0,120.0,600.0,2.7781512503836434,0,0,5,0
4.0,1.0,120.0,120.0,2.0791812460476247,3,0,70,0
4.0,1.0,100.0,180.0,2.255272505103306,3,0,70,0
3.0,1.0,100.0,400.0,2.6020599913279625,5,0,7,0
3.0,2.0,146.0,320000.0,5.505149978319906,0,0,19,1
2.0,1.0,91.0,185000.0,5.267171728403014,0,0,5,1
-1.0,-1.0,-1.0,180000.0,5.2552725051033065,6,0,6,1
2.0,1.0,125.0,750.0,2.8750612633917,0,0,107,0
1.0,1.0,80.0,400.0,2.6020599913279625,0,0,137,0
3.0,1.0,90.0,800.0,2.903089986991944,0,0,5,0
4.0,1.0,110.0,550.0,2.740362689494244,0,0,7,0
-1.0,-1.0,-1.0,70000.0,4.845098040014257,6,0,187,1
1.0,1.0,70.0,350.0,2.544068044350276,5,0,7,0
-1.0,-1.0,-1.0,185000.0,5.267171728403014,6,0,224,1
3.0,1.0,122.0,265000.0,5.423245873936808,0,0,7,1
1.0,1.0,78.0,1050.0,3.0211892990699383,0,0,70,0
-1.0,-1.0,-1.0,100000.0,5.0,6,0,7,1
1.0,1.0,90.0,550.0,2.740362689494244,0,0,91,0
-1.0,-1.0,-1.0,78000.0,4.892094602690481,6,0,137,1
3.0,1.0,130.0,800.0,2.903089986991944,0,0,70,0
2.0,1.0,50.0,530.0,2.724275869600789,0,0,6,0
3.0,1.0,130.0,800.0,2.903089986991944,0,0,70,0
2.0,1.0,126.0,250000.0,5.3979400086720375,0,0,70,1
3.0,1.0,120.0,120000.0,5.079181246047625,0,0,19,1
1.0,1.0,60.0,100000.0,5.0,0,0,137,1
3.0,2.0,156.0,350000.0,5.544068044350276,0,0,137,1
4.0,2.0,130.0,2300.0,3.361727836017593,1,0,70,0
-1.0,-1.0,-1.0,55000.0,4.740362689494244,6,0,19,1
-1.0,-1.0,-1.0,300000.0,5.477121254719663,6,0,7,1
4.0,1.0,350.0,300.0,2.4771212547196626,5,0,37,0
2.0,1.0,70.0,350.0,2.544068044350276,0,0,91,0
2.0,1.0,129.0,245000.0,5.389166084364533,0,0,70,1
2.0,1.0,130.0,280000.0,5.447158031342219,0,0,107,1
3.0,3.0,180.0,2200.0,3.342422680822206,5,0,70,0
1.0,1.0,60.0,150000.0,5.176091259055681,4,0,91,1
3.0,2.0,120.0,330000.0,5.518513939877887,0,0,70,1
-1.0,-1.0,-1.0,1800000.0,6.2552725051033065,6,0,5,1
3.0,1.0,500.0,500000.0,5.698970004336019,5,0,187,1
-1.0,-1.0,-1.0,1050000.0,6.021189299069938,6,0,137,1
4.0,2.0,650.0,1150000.0,6.060697840353612,5,0,137,1
4.0,2.0,658.0,1200000.0,6.079181246047625,5,0,70,1
1.0,1.0,200.0,2000.0,3.3010299956639813,4,0,7,0
2.0,2.0,120.0,1200.0,3.0791812460476247,0,0,137,0
1.0,1.0,136.0,900.0,2.9542425094393248,4,0,5,0
3.0,1.0,100.0,430.0,2.633468455579586,0,0,91,0
4.0,2.0,432.0,750000.0,5.8750612633917,5,0,91,1
-1.0,-1.0,-1.0,240000.0,5.380211241711606,6,3,25,1
-1.0,-1.0,-1.0,270000.0,5.431363764158987,6,3,26,1
2.0,1.0,51.0,110000.0,5.041392685158225,0,3,25,1
1.0,1.0,70.0,250.0,2.397940008672037,0,3,26,0
2.0,1.0,70.0,300.0,2.4771212547196626,1,3,7,0
-1.0,-1.0,-1.0,540000.0,5.732393759822968,6,3,7,1
-1.0,-1.0,-1.0,96408972.0,7.984117452043688,6,3,7,1
-1.0,-1.0,-1.0,220000.0,5.342422680822207,6,3,94,1
-1.0,-1.0,-1.0,18000.0,4.2552725051033065,6,3,7,1
-1.0,-1.0,-1.0,27000.0,4.431363764158987,6,3,7,1
-1.0,-1.0,-1.0,1675000.0,6.224014811372864,6,3,151,1
-1.0,-1.0,-1.0,1500000.0,6.176091259055681,6,3,250,1
7.0,3.0,127.0,220000.0,5.342422680822207,5,3,26,1
-1.0,-1.0,-1.0,100000.0,5.0,6,3,7,1
3.0,1.0,80.0,125000.0,5.096910013008056,0,3,7,1
-1.0,-1.0,-1.0,70000.0,4.845098040014257,6,3,151,1
3.0,1.0,200.0,80000.0,4.903089986991944,5,3,243,1
2.0,1.0,100.0,250.0,2.397940008672037,5,3,250,0
2.0,1.0,150.0,300.0,2.4771212547196626,0,3,7,0
-1.0,-1.0,-1.0,2000000.0,6.301029995663981,6,3,7,1
-1.0,-1.0,-1.0,16000.0,4.204119982655925,6,3,7,1
2.0,1.0,50.0,250.0,2.397940008672037,0,3,26,0
3.0,2.0,401.0,800000.0,5.903089986991944,5,3,4,1
5.0,2.0,122.0,160000.0,5.204119982655925,5,3,7,1
-1.0,-1.0,-1.0,910000.0,5.959041392321094,6,3,151,1
-1.0,-1.0,-1.0,3120000.0,6.494154594018442,6,3,151,1
-1.0,-1.0,-1.0,130000.0,5.113943352306837,6,3,179,1
3.0,1.0,100.0,270.0,2.431363764158988,0,3,151,0
-1.0,-1.0,-1.0,120000.0,5.079181246047625,6,3,26,1
-1.0,-1.0,-1.0,500000.0,5.698970004336019,6,3,243,1
-1.0,-1.0,-1.0,16000000.0,7.204119982655925,6,3,7,1
4.0,1.0,80.0,50000.0,4.698970004336019,5,3,243,1
3.0,1.0,75.0,400.0,2.6020599913279625,5,3,27,0
-1.0,-1.0,-1.0,150000.0,5.176091259055681,6,3,250,1
3.0,1.0,100.0,500.0,2.6989700043360187,0,3,26,0
-1.0,-1.0,-1.0,900000.0,5.954242509439325,6,3,25,1
-1.0,-1.0,-1.0,250000.0,5.3979400086720375,6,3,151,1
-1.0,-1.0,-1.0,100000.0,5.0,6,3,151,1
7.0,3.0,480.0,500000.0,5.698970004336019,5,3,7,1
-1.0,-1.0,-1.0,25000000.0,7.397940008672037,6,3,7,1
2.0,1.0,80.0,100.0,2.0,3,3,7,0
2.0,1.0,100.0,270.0,2.431363764158988,0,3,27,0
-1.0,-1.0,-1.0,600000.0,5.778151250383644,6,3,151,1
4.0,1.0,398.0,260000.0,5.414973347970818,5,3,7,1
10.0,2.0,520.0,150000.0,5.176091259055681,5,3,7,1
-1.0,-1.0,-1.0,98286981.0,7.992495995407818,6,3,250,1
-1.0,-1.0,-1.0,150000.0,5.176091259055681,6,3,7,1
1.0,1.0,70.0,130.0,2.113943352306837,5,3,243,0
1.0,1.0,70.0,130.0,2.113943352306837,5,3,243,0
-1.0,-1.0,-1.0,340000.0,5.531478917042255,6,3,243,1
-1.0,-1.0,-1.0,100000.0,5.0,6,3,7,1
-1.0,-1.0,-1.0,450000.0,5.653212513775344,6,3,94,1
-1.0,-1.0,-1.0,180000.0,5.2552725051033065,6,3,26,1
-1.0,-1.0,-1.0,22000.0,4.342422680822207,6,3,250,1
4.0,1.0,241.0,96000000.0,7.982271233039568,5,3,26,1
-1.0,-1.0,-1.0,48000.0,4.681241237375588,6,3,7,1
6.0,1.0,102.0,170000.0,5.230448921378274,5,3,151,1
-1.0,-1.0,-1.0,175000.0,5.243038048686294,6,3,7,1
-1.0,-1.0,-1.0,1500000.0,6.176091259055681,6,3,7,1
-1.0,-1.0,-1.0,16000.0,4.204119982655925,6,3,7,1
-1.0,-1.0,-1.0,300000.0,5.477121254719663,6,3,151,1
-1.0,-1.0,-1.0,23000.0,4.361727836017593,6,3,7,1
-1.0,-1.0,-1.0,25000.0,4.3979400086720375,6,3,151,1
3.0,1.0,127.0,1900000.0,6.278753600952829,0,1,150,1
4.0,1.0,117.0,121000.0,5.08278537031645,0,1,79,1
2.0,1.0,55.0,95000.0,4.977723605288848,0,1,165,1
1.0,1.0,32.0,18000.0,4.2552725051033065,4,1,173,1
2.0,1.0,109.0,200000.0,5.301029995663981,0,1,150,1
3.0,1.0,100.0,450.0,2.6532125137753435,5,1,63,0
-1.0,-1.0,-1.0,320000.0,5.505149978319906,6,1,24,1
3.0,1.0,120.0,550.0,2.740362689494244,0,1,63,0
3.0,1.0,90.0,680.0,2.832508912706236,0,1,100,0
2.0,1.0,90.0,460.0,2.662757831681574,0,1,7,0
3.0,2.0,82.0,600.0,2.7781512503836434,5,1,63,0
2.0,1.0,76.0,450.0,2.6532125137753435,0,1,63,0
3.0,1.0,160.0,750.0,2.8750612633917,5,1,186,0
2.0,1.0,100.0,130000.0,5.113943352306837,5,1,162,1
3.0,1.0,100.0,110000.0,5.041392685158225,5,1,165,1
7.0,4.0,380.0,775000.0,5.889301702506311,5,1,7,1
6.0,3.0,110.0,250000.0,5.3979400086720375,5,1,24,1
6.0,2.0,200.0,380000.0,5.57978359661681,5,1,186,1
2.0,1.0,100.0,420.0,2.6232492903979003,5,1,63,0
3.0,2.0,127.0,165000.0,5.217483944213907,0,1,150,0
2.0,1.0,109.0,50000.0,4.698970004336019,5,1,162,1
2.0,1.0,75.0,350.0,2.544068044350276,0,1,7,0
5.0,2.0,200.0,750.0,2.8750612633917,5,1,24,0
2.0,1.0,50.0,70.0,1.845098040014257,0,1,63,0
-1.0,-1.0,-1.0,85000.0,4.929418925714293,6,1,186,1
2.0,1.0,100.0,80.0,1.9030899869919435,0,1,63,0
2.0,2.0,700.0,5000.0,3.6989700043360183,4,1,11,0
8.0,2.0,279.0,325000.0,5.511883360978874,5,1,79,1
3.0,2.0,200.0,225000.0,5.352182518111363,5,1,79,1
4.0,2.0,115.0,550.0,2.740362689494244,0,1,63,0
1.0,1.0,39.0,140000.0,5.146128035678238,4,1,150,1
1.0,1.0,35.0,500.0,2.6989700043360187,4,1,186,0
3.0,1.0,100.0,420.0,2.6232492903979003,5,1,63,0
4.0,2.0,180.0,230000.0,5.361727836017593,5,1,79,1
-1.0,-1.0,-1.0,450000.0,5.653212513775344,6,1,7,1
8.0,4.0,220.0,1950.0,3.290034611362518,1,1,79,0
3.0,1.0,150.0,550.0,2.740362689494244,5,1,24,0
5.0,2.0,500.0,900.0,2.9542425094393248,5,1,186,0
3.0,1.0,93.0,135000.0,5.130333768495007,0,1,7,1
3.0,1.0,100.0,70000.0,4.845098040014257,5,1,7,1
3.0,1.0,70.0,165000.0,5.217483944213907,0,1,7,1
-1.0,-1.0,-1.0,1276000.0,6.105850674385144,6,1,7,1
3.0,1.0,100.0,500.0,2.6989700043360187,5,1,7,0
10.0,6.0,500.0,770000.0,5.886490725172482,5,1,24,1
3.0,1.0,80.0,650.0,2.812913356642856,0,1,98,0
4.0,1.0,103.0,100000.0,5.0,0,1,63,1
3.0,1.0,97.0,120000.0,5.079181246047625,0,1,98,1
3.0,2.0,150.0,125000.0,5.096910013008056,5,1,24,1
3.0,1.0,110.0,153000.0,5.184691430817598,0,1,63,1
1.0,1.0,100.0,420.0,2.6232492903979003,0,1,150,0
3.0,1.0,80.0,600.0,2.7781512503836434,0,1,98,0
4.0,3.0,210.0,385000.0,5.585460729508501,0,1,76,1
1.0,1.0,60.0,300.0,2.4771212547196626,0,1,173,0
3.0,1.0,200.0,750.0,2.8750612633917,5,1,24,0
2.0,1.0,120.0,140000.0,5.146128035678238,5,1,79,1
1.0,1.0,300.0,2500.0,3.397940008672037,4,1,76,0
-1.0,-1.0,-1.0,220000.0,5.342422680822207,6,1,98,1
-1.0,-1.0,-1.0,453000.0,5.656098202012832,6,1,24,1
-1.0,-1.0,-1.0,211000.0,5.324282455297693,6,1,98,1
-1.0,-1.0,-1.0,264000.0,5.421603926869831,6,1,76,1
2.0,1.0,100.0,600.0,2.7781512503836434,3,1,98,0
3.0,1.0,460.0,550000.0,5.740362689494244,5,1,11,1
2.0,1.0,180.0,750.0,2.8750612633917,0,1,186,0
2.0,1.0,64.0,85000.0,4.929418925714293,0,1,63,1
3.0,2.0,150.0,800.0,2.903089986991944,0,1,186,0
2.0,1.0,100.0,850.0,2.929418925714293,5,1,76,0
3.0,2.0,150.0,75.0,1.8750612633917,5,1,24,0
-1.0,-1.0,-1.0,16500.0,4.217483944213907,6,1,7,1
5.0,2.0,300.0,1600.0,3.204119982655925,5,1,24,0
3.0,2.0,200.0,1050.0,3.0211892990699383,5,1,76,0
-1.0,-1.0,-1.0,45000.0,4.653212513775344,6,1,7,1
3.0,2.0,230.0,800.0,2.903089986991944,5,1,24,0
2.0,1.0,100.0,400.0,2.6020599913279625,5,1,7,0
1.0,1.0,20.0,400.0,2.6020599913279625,1,1,7,0
3.0,2.0,350.0,150000.0,5.176091259055681,5,1,76,1
2.0,1.0,90.0,600.0,2.7781512503836434,0,1,186,0
3.0,1.0,85.0,95000.0,4.977723605288848,0,1,63,1
3.0,1.0,106.0,170000.0,5.230448921378274,0,1,63,1
3.0,2.0,100.0,1200.0,3.0791812460476247,5,1,76,0
-1.0,-1.0,-1.0,113000.0,5.05307844348342,6,1,7,1
3.0,2.0,150.0,330000.0,5.518513939877887,5,1,24,1
-1.0,-1.0,-1.0,150000.0,5.176091259055681,6,1,7,1
7.0,2.0,500.0,850000.0,5.929418925714293,5,1,11,1
3.0,1.0,150.0,140.0,2.146128035678238,5,1,76,0
3.0,1.0,100.0,850.0,2.929418925714293,0,1,24,0
3.0,2.0,210.0,75000.0,4.8750612633917,4,1,98,1
3.0,1.0,100.0,140.0,2.146128035678238,5,1,76,0
2.0,1.0,82.0,350.0,2.544068044350276,0,1,63,0
3.0,1.0,120.0,450.0,2.6532125137753435,5,1,79,0
3.0,1.0,125.0,570.0,2.7558748556724915,0,1,7,0
2.0,2.0,150.0,85000.0,4.929418925714293,4,1,7,1
5.0,3.0,210.0,93933522.0,7.97282060634051,5,1,7,1
3.0,1.0,100.0,550.0,2.740362689494244,0,1,98,0
1.0,1.0,50.0,350.0,2.544068044350276,0,1,63,0
